     1	     1	i
     2	     5	av
     3	     6	et
     4	    15	ha
     5	    20	e
     6	    26	seg
     7	    31	Den
     8	    40	sin
     9	    41	første
    10	    78	sen
    11	    80	man
    12	    96	selv
    13	   102	sine
    14	   105	sitt
    15	   109	el
    16	   110	mens
    17	   117	navne
    18	   120	egen
    19	   122	County
    20	   125	amerikansk
    21	   127	The
    22	   133	s
    23	   134	of
    24	   145	Oslo
    25	   146	ti
    26	   149	kong
    27	   150	ca
    28	   155	f
    29	   160	periode
    30	   161	starte
    31	   166	isse
    32	   171	kamp
    33	   182	fire
    34	   185	bestå
    35	   189	imidlertid
    36	   192	sist
    37	   198	gange
    38	   200	Hans
    39	   207	samt
    40	   213	km
    41	   215	nor
    42	   222	frem
    43	   231	person
    44	   232	enkelt
    45	   233	the
    46	   234	fordi
    47	   235	opprinnelig
    48	   239	britisk
    49	   243	dermed
    50	   247	album
    51	   251	løp
    52	   256	kun
    53	   259	utgi
    54	   262	m
    55	   264	hoved
    56	   282	etablere
    57	   283	New
    58	   286	state
    59	   287	kr
    60	   295	fikk
    61	   298	sesong
    62	   307	pave
    63	   308	omkring
    64	   312	an
    65	   314	eneste
    66	   315	danne
    67	   316	ett
    68	   319	benytte
    69	   325	skreve
    70	   328	Europa
    71	   329	opprette
    72	   334	a
    73	   335	klubb
    74	   336	katolsk
    75	   337	kardinal
    76	   339	John
    77	   340	fem
    78	   343	sentral
    79	   354	Bergen
    80	   356	km²
    81	   358	type
    82	   364	stasjon
    83	   365	total
    84	   369	omfatte
    85	   370	befolkning
    86	   371	basere
    87	   375	inkludere
    88	   381	hær
    89	   383	st
    90	   384	spiller
    91	   390	St
    92	   397	anne
    93	   401	aldri
    94	   403	bl
    95	   404	a.
    96	   408	øya
    97	   411	Man
    98	   414	gresk
    99	   417	von
   100	   419	Roma
   101	   425	utnevne
   102	   428	Kina
   103	   429	kom
   104	   432	utgjøre
   105	   441	handling
   106	   449	bake
   107	   452	bøk
   108	   453	innenfor
   109	   458	studere
   110	   460	forsøke
   111	   464	York
   112	   465	region
   113	   467	lokale
   114	   468	seks
   115	   471	aktiv
   116	   472	Andre
   117	   473	arte
   118	   474	bandet
   119	   475	Norsk
   120	   485	ettersom
   121	   487	eks
   122	   488	tilhøre
   123	   489	romersk
   124	   491	overta
   125	   494	felle
   126	   495	lenke
   127	   497	tross
   128	   504	motta
   129	   506	eks
   130	   511	plassere
   131	   512	areal
   132	   513	Paris
   133	   514	europeisk
   134	   518	hverandre
   135	   519	jobbe
   136	   523	Karl
   137	   524	gifte
   138	   525	ansette
   139	   526	meste
   140	   527	karriere
   141	   536	roman
   142	   537	én
   143	   539	neste
   144	   542	versjon
   145	   545	betegnelse
   146	   549	betydelig
   147	   552	nordlig
   148	   553	ei
   149	   556	led
   150	   558	Skottland
   151	   566	innføre
   152	   572	nor
   153	   573	italiensk
   154	   574	sto
   155	   575	hvorav
   156	   578	Paul
   157	   580	såkalte
   158	   582	kontroll
   159	   584	angrep
   160	   585	stifte
   161	   588	anse
   162	   590	bydel
   163	   591	oppstå
   164	   592	funne
   165	   594	kinesisk
   166	   596	vestlig
   167	   598	Olav
   168	   600	tildele
   169	   601	provinsen
   170	   606	forsøk
   171	   610	park
   172	   617	ifølge
   173	   618	hovedsakelig
   174	   620	Henrik
   175	   621	republikk
   176	   622	bane
   177	   626	spansk
   178	   628	variere
   179	   636	mit
   180	   637	begrep
   181	   638	utdanne
   182	   640	Spania
   183	   643	modell
   184	   647	Berlin
   185	   655	Christian
   186	   656	divisjon
   187	   657	voks
   188	   659	rødt
   189	   661	roll
   190	   663	oppnå
   191	   665	variant
   192	   666	David
   193	   667	enhet
   194	   668	teori
   195	   674	t
   196	   676	bidra
   197	   677	1800-tallet
   198	   678	^excl
   199	   681	Robert
   200	   683	sørlig
   201	   685	eksistere
   202	   688	v
   203	   691	per
   204	   695	inngå
   205	   697	dessuten
   206	   698	City
   207	   702	militære
   208	   704	professor
   209	   706	behandling
   210	   707	India
   211	   711	omfattende
   212	   712	prege
   213	   715	Peter
   214	   718	grunnlag
   215	   719	oppgave
   216	   720	in
   217	   721	Maria
   218	   726	nåværende
   219	   728	religiøs
   220	   730	sosial
   221	   734	William
   222	   737	størrelse
   223	   741	George
   224	   743	redusere
   225	   744	kristne
   226	   747	derimot
   227	   748	klassisk
   228	   751	Universitetet
   229	   754	reis
   230	   758	Thomas
   231	   760	alliere
   232	   766	cm
   233	   773	em
   234	   775	motsetning
   235	   776	Gud
   236	   777	plate
   237	   779	overføre
   238	   781	levere
   239	   785	mm
   240	   786	Johan
   241	   787	Stortinget
   242	   791	etterfølge
   243	   796	uk
   244	   798	Stavanger
   245	   800	erobre
   246	   802	utgave
   247	   803	Norske
   248	   806	konflikt
   249	   807	normalt
   250	   809	h
   251	   810	parlament
   252	   812	søke
   253	   816	hvite
   254	   818	episode
   255	   819	ense
   256	   821	åtte
   257	   827	u
   258	   829	relativt
   259	   831	Kart
   260	   832	forlot
   261	   833	bestem
   262	   835	debutere
   263	   837	ordre
   264	   838	United
   265	   840	Harry
   266	   841	erkebiskop
   267	   842	bestående
   268	   843	pop
   269	   844	general
   270	   845	tekste
   271	   846	Harald
   272	   847	møtte
   273	   848	skotsk
   274	   855	Canada
   275	   856	lengre
   276	   857	Polen
   277	   859	typisk
   278	   868	San
   279	   871	anerkjenne
   280	   875	fall
   281	   876	James
   282	   878	styrte
   283	   879	l
   284	   882	vedta
   285	   884	innflytelse
   286	   885	vunne
   287	   887	regjere
   288	   891	lansere
   289	   892	dominere
   290	   896	situasjon
   291	   898	oftest
   292	   899	hertug
   293	   902	lande
   294	   903	stil
   295	   907	utgivelse
   296	   908	riksvei
   297	   909	vende
   298	   913	oppkalt
   299	   915	utgangspunkt
   300	   916	fremst
   301	   917	bestemt
   302	   920	kanal
   303	   922	syv
   304	   925	funksjon
   305	   928	unntak
   306	   929	Hitler
   307	   931	København
   308	   932	kreere
   309	   934	p
   310	   936	studie
   311	   937	prosess
   312	   940	Fylkesvei
   313	   941	Martin
   314	   942	revolusjon
   315	   943	øvrig
   316	   949	kysten
   317	   956	tilgjengelig
   318	   957	jøde
   319	   961	musiker
   320	   965	stile
   321	   968	japansk
   322	   971	it
   323	   976	orre
   324	   978	kraftverk
   325	   980	østlig
   326	   981	lengde
   327	   982	Erik
   328	   986	Johannes
   329	   987	Michael
   330	   989	middelalderen
   331	   992	Mexico
   332	   994	faktisk
   333	   997	tidspunkt
   334	  1000	endring
   335	  1001	Gran
   336	  1003	irsk
   337	  1004	oppføre
   338	  1008	koloni
   339	  1009	University
   340	  1010	jarl
   341	  1017	Richard
   342	  1019	Nepal
   343	  1020	norrøn
   344	  1021	indre
   345	  1026	trone
   346	  1028	festning
   347	  1029	keiser
   348	  1032	nederlandsk
   349	  1033	Norland
   350	  1037	latin
   351	  1041	Israel
   352	  1043	profesjonell
   353	  1044	ytterlig
   354	  1047	jobb
   355	  1048	avhengig
   356	  1052	brite
   357	  1053	støttet
   358	  1055	nest
   359	  1056	arabisk
   360	  1057	ni
   361	  1060	inspirere
   362	  1063	teknisk
   363	  1065	oppdrag
   364	  1067	brann
   365	  1070	Per
   366	  1075	sentral
   367	  1076	lave
   368	  1078	sannsynligvis
   369	  1081	nordisk
   370	  1082	moh
   371	  1084	League
   372	  1085	Australia
   373	  1089	fjor
   374	  1090	Egypt
   375	  1091	Edvard
   376	  1092	sentral
   377	  1095	sivil
   378	  1096	Jan
   379	  1098	Stockholm
   380	  1099	Carl
   381	  1100	sovjetisk
   382	  1101	fiende
   383	  1103	pr
   384	  1105	forekomme
   385	  1106	score
   386	  1107	likhet
   387	  1109	n
   388	  1111	bedrift
   389	  1115	fan
   390	  1118	fordele
   391	  1119	tank
   392	  1125	mengd
   393	  1126	elektrisk
   394	  1127	administrasjonssenteret
   395	  1131	arkitekt
   396	  1134	jødisk
   397	  1140	voksne
   398	  1142	befinne
   399	  1143	union
   400	  1146	g
   401	  1148	funn
   402	  1149	dvs
   403	  1150	aller
   404	  1151	temperatur
   405	  1156	egne
   406	  1159	tilhenger
   407	  1162	bro
   408	  1164	Magnus
   409	  1166	Charles
   410	  1168	runde
   411	  1170	Kong
   412	  1173	nordvest
   413	  1174	starten
   414	  1175	tilsvare
   415	  1176	fysisk
   416	  1181	kg
   417	  1182	tegn
   418	  1183	industri
   419	  1185	polsk
   420	  1186	avgjøre
   421	  1189	borgerkrig
   422	  1190	nordøst
   423	  1192	introdusere
   424	  1194	pro
   425	  1195	Knut
   426	  1196	utdannelse
   427	  1197	foreta
   428	  1201	invasjon
   429	  1202	streng
   430	  1203	referere
   431	  1205	berømte
   432	  1209	forlag
   433	  1210	kanon
   434	  1211	tropp
   435	  1212	landskap
   436	  1214	standard
   437	  1215	overleve
   438	  1216	ligne
   439	  1217	forbund
   440	  1218	ving
   441	  1219	dømt
   442	  1222	turnering
   443	  1225	symbol
   444	  1226	plate
   445	  1227	nr
   446	  1231	tema
   447	  1232	midt
   448	  1240	års
   449	  1243	arrestere
   450	  1246	kvinnelig
   451	  1249	omtalt
   452	  1250	involvere
   453	  1253	formula_
   454	  1255	øverste
   455	  1258	Washington
   456	  1259	uttrykke
   457	  1260	san
   458	  1265	tilknyttet
   459	  1266	strid
   460	  1267	1980-tallet
   461	  1269	Texas
   462	  1270	bakk
   463	  1271	California
   464	  1272	fremste
   465	  1274	Ole
   466	  1276	produkt
   467	  1278	bygging
   468	  1282	godkjenne
   469	  1283	Klubben
   470	  1286	hive
   471	  1287	lavere
   472	  1288	underlegge
   473	  1289	sørvest
   474	  1290	oppta
   475	  1291	reaksjon
   476	  1293	World
   477	  1295	imot
   478	  1296	Store
   479	  1297	utse
   480	  1298	Henry
   481	  1299	1970-tallet
   482	  1300	idag
   483	  1301	nedlegge
   484	  1302	dr
   485	  1310	sleppe
   486	  1311	Georg
   487	  1312	Brasil
   488	  1313	finale
   489	  1317	ør
   490	  1319	fremstille
   491	  1325	inndele
   492	  1326	Wales
   493	  1329	Grand
   494	  1331	general
   495	  1332	ekspedisjon
   496	  1333	reist
   497	  1336	sørøst
   498	  1337	dokumentere
   499	  1339	Fredrik
   500	  1340	tunnel
   501	  1341	Liverpool
   502	  1345	gir
   503	  1346	original
   504	  1349	latinsk
   505	  1350	videregående
   506	  1351	1900-tallet
   507	  1352	returnere
   508	  1353	anlegge
   509	  1354	populært
   510	  1356	kreft
   511	  1360	West
   512	  1362	forme
   513	  1363	1990-tallet
   514	  1366	lign
   515	  1367	Håkon
   516	  1374	enorm
   517	  1376	besøk
   518	  1378	innebære
   519	  1380	utover
   520	  1392	Anne
   521	  1396	Arne
   522	  1399	fortale
   523	  1401	filosofi
   524	  1402	rette
   525	  1403	hunn
   526	  1407	industri
   527	  1408	Lars
   528	  1409	Countys
   529	  1411	opptre
   530	  1412	kommersiell
   531	  1413	Smith
   532	  1414	Kongen
   533	  1415	universitetet
   534	  1420	passere
   535	  1423	får
   536	  1424	england
   537	  1425	teknikk
   538	  1426	beseire
   539	  1428	henrette
   540	  1429	private
   541	  1430	skylde
   542	  1431	melde
   543	  1432	eventuell
   544	  1433	Tom
   545	  1434	red
   546	  1436	kommunistisk
   547	  1439	gjenstand
   548	  1441	drap
   549	  1442	operere
   550	  1443	Royal
   551	  1445	sete
   552	  1450	visse
   553	  1452	king
   554	  1453	utenlandsk
   555	  1454	1700-tallet
   556	  1456	dog
   557	  1457	landslag
   558	  1460	således
   559	  1461	signere
   560	  1467	lufthavn
   561	  1471	hånd
   562	  1472	Wilhelm
   563	  1474	hovedrolle
   564	  1475	Adam
   565	  1477	jernbane
   566	  1478	utstyrt
   567	  1480	singel
   568	  1481	salg
   569	  1489	reis
   570	  1491	overgang
   571	  1493	erklærte
   572	  1498	Rogaland
   573	  1501	beregne
   574	  1502	motsette
   575	  1503	demokratisk
   576	  1506	resultere
   577	  1507	havne
   578	  1509	1960-tallet
   579	  1511	henholdsvis
   580	  1512	umiddelbar
   581	  1517	Alexander
   582	  1518	artene
   583	  1519	Akershus
   584	  1522	opptil
   585	  1525	foregår
   586	  1527	utbredelse
   587	  1528	biografi
   588	  1529	bile
   589	  1533	leir
   590	  1534	maleri
   591	  1535	Telemark
   592	  1536	engasjere
   593	  1537	base
   594	  1538	struktur
   595	  1540	National
   596	  1544	Joseph
   597	  1546	henhold
   598	  1548	stadion
   599	  1550	Oscar
   600	  1551	byge
   601	  1554	sekund
   602	  1555	antagelig
   603	  1556	slave
   604	  1557	manager
   605	  1559	Athen
   606	  1560	eksemplar
   607	  1563	skadet
   608	  1564	Bandet
   609	  1565	Pius
   610	  1566	Asia
   611	  1567	leg
   612	  1569	avle
   613	  1570	geografisk
   614	  1572	statlig
   615	  1573	styr
   616	  1575	frem
   617	  1578	innspilling
   618	  1580	herr
   619	  1581	rune
   620	  1582	okkupere
   621	  1584	varte
   622	  1585	tusen
   623	  1588	Hordaland
   624	  1590	allianse
   625	  1592	jernbane
   626	  1594	International
   627	  1595	guvernør
   628	  1597	kjemisk
   629	  1599	nederlag
   630	  1601	geografi
   631	  1605	deriblant
   632	  1607	gradvis
   633	  1610	ankomme
   634	  1612	fartøy
   635	  1613	celle
   636	  1614	bombe
   637	  1616	Kristiansand
   638	  1617	definisjon
   639	  1622	utbredt
   640	  1623	kombinasjon
   641	  1624	indisk
   642	  1625	ferd
   643	  1626	borger
   644	  1627	Manchester
   645	  1632	mur
   646	  1636	spesial
   647	  1637	medisinsk
   648	  1638	reie
   649	  1639	besto
   650	  1640	Los
   651	  1641	van
   652	  1642	Wien
   653	  1644	Edward
   654	  1645	utland
   655	  1647	tilsvar
   656	  1649	Land
   657	  1651	Jack
   658	  1652	vesentlig
   659	  1653	kommando
   660	  1655	München
   661	  1658	Jesus
   662	  1660	uvanlig
   663	  1661	Records
   664	  1662	Hamar
   665	  1663	osv
   666	  1665	tilsvarende
   667	  1666	avholde
   668	  1668	mytologi
   669	  1669	overflate
   670	  1670	juridisk
   671	  1673	Friedrich
   672	  1676	1600-tallet
   673	  1679	tolv
   674	  1683	regissør
   675	  1686	Club
   676	  1688	amerikaner
   677	  1692	angi
   678	  1693	Sogn
   679	  1695	Otto
   680	  1697	bosetning
   681	  1700	Street
   682	  1706	fyr
   683	  1707	aktuell
   684	  1708	bosatt
   685	  1709	mele
   686	  1710	inntekt
   687	  1712	Portugal
   688	  1713	strekning
   689	  1716	tilgang
   690	  1718	persisk
   691	  1719	bidrag
   692	  1721	opprettelse
   693	  1722	lyktes
   694	  1723	lettere
   695	  1724	Sigurd
   696	  1726	forholdsvis
   697	  1731	referanse
   698	  1732	olympisk
   699	  1734	portugisisk
   700	  1736	kommunikasjon
   701	  1737	dollar
   702	  1738	ar
   703	  1740	arkitektur
   704	  1741	konserter
   705	  1745	Øya
   706	  1746	utstyr
   707	  1750	halvparten
   708	  1755	keiseren
   709	  1757	oppløst
   710	  1761	konklavet
   711	  1762	Romsdal
   712	  1769	nært
   713	  1772	Ho
   714	  1774	Napoleon
   715	  1775	utbygging
   716	  1776	tilknytning
   717	  1777	påfølgende
   718	  1778	flyet
   719	  1781	Vilhelm
   720	  1782	seire
   721	  1783	Iran
   722	  1784	finn
   723	  1788	mit
   724	  1789	medvirke
   725	  1790	østerriksk
   726	  1791	of
   727	  1793	interessere
   728	  1796	di
   729	  1798	Afghanistan
   730	  1801	Bayern
   731	  1808	hensyn
   732	  1809	enig
   733	  1810	muligens
   734	  1813	teknologi
   735	  1815	regissere
