     1	     2	og
     2	     3	være
     3	     4	en
     4	     7	som
     5	     8	den
     6	     9	til
     7	    10	bli
     8	    11	på
     9	    12	det
    10	    13	for
    11	    14	med
    12	    16	han
    13	    17	de
    14	    18	fra
    15	    19	at
    16	    21	også
    17	    22	etter
    18	    23	ved
    19	    24	om
    20	    25	men
    21	    27	ikke
    22	    28	kunne
    23	    29	var
    24	    30	stor
    25	    32	annen
    26	    33	eller
    27	    34	år
    28	    35	andre
    29	    36	få
    30	    37	dette
    31	    38	da
    32	    39	under
    33	    42	over
    34	    43	mot
    35	    44	flere
    36	    45	to
    37	    46	hun
    38	    47	komme
    39	    48	gå
    40	    49	ut
    41	    50	tid
    42	    51	denne
    43	    52	skulle
    44	    53	mellom
    45	    54	by
    46	    55	bruke
    47	    56	ta
    48	    57	ligge
    49	    58	all
    50	    59	ny
    51	    60	liten
    52	    61	inn
    53	    62	Norge
    54	    63	kjenne
    55	    64	mange
    56	    65	norsk
    57	    66	tidlig
    58	    67	der
    59	    68	hans
    60	    69	dag
    61	    70	side
    62	    71	føde
    63	    72	finne
    64	    73	opp
    65	    74	gjøre
    66	    75	gi
    67	    76	ville
    68	    77	del
    69	    79	noen
    70	    81	blant
    71	    82	god
    72	    83	se
    73	    84	nå
    74	    85	hel
    75	    86	så
    76	    87	kommune
    77	    88	hvor
    78	    89	sammen
    79	    90	land
    80	    91	før
    81	    92	gammel
    82	    93	gang
    83	    94	spille
    84	    95	død
    85	    97	kalle
    86	    98	noe
    87	    99	mer
    88	   100	slik
    89	   101	område
    90	   103	gjennom
    91	   104	enn
    92	   106	tre
    93	   107	samme
    94	   108	disse
    95	   111	måtte
    96	   112	mest
    97	   113	rund
    98	   114	kirke
    99	   115	bare
   100	   116	både
   101	   118	hver
   102	   119	sted
   103	   121	ofte
   104	   123	lang
   105	   124	viktig
   106	   126	skrive
   107	   128	begynne
   108	   129	historie
   109	   130	legge
   110	   131	tilbake
   111	   132	føre
   112	   135	høy
   113	   136	navn
   114	   137	siste
   115	   138	tysk
   116	   139	si
   117	   140	vise
   118	   141	sette
   119	   142	grunn
   120	   143	igjen
   121	   144	følge
   122	   147	film
   123	   148	fortsette
   124	   151	medlem
   125	   152	slutt
   126	   153	konge
   127	   154	verd
   128	   156	januar
   129	   157	gruppe
   130	   158	krig
   131	   159	først
   132	   162	bok
   133	   163	holde
   134	   164	mye
   135	   165	rekke
   136	   167	tillegg
   137	   168	derfor
   138	   169	velge
   139	   170	mann
   140	   172	eksempel
   141	   173	her
   142	   174	stå
   143	   175	sønn
   144	   176	bygge
   145	   177	fylke
   146	   178	utvikle
   147	   179	vanlig
   148	   180	slag
   149	   181	ord
   150	   183	ned
   151	   184	uten
   152	   186	deres
   153	   187	sterk
   154	   188	menneske
   155	   190	øde
   156	   191	engelsk
   157	   193	dele
   158	   194	spesiell
   159	   195	bar
   160	   196	regne
   161	   197	svært
   162	   199	bruk
   163	   201	mai
   164	   202	lag
   165	   203	innbygger
   166	   204	parti
   167	   205	vinne
   168	   206	vi
   169	   208	oktober
   170	   209	juni
   171	   210	grense
   172	   211	lage
   173	   212	april
   174	   214	desember
   175	   216	vei
   176	   217	politisk
   177	   218	mars
   178	   219	liv
   179	   220	nord
   180	   221	slå
   181	   223	barn
   182	   224	språk
   183	   225	England
   184	   226	forskjellig
   185	   227	særlig
   186	   228	september
   187	   229	mene
   188	   230	kort
   189	   236	juli
   190	   237	skole
   191	   238	styrke
   192	   240	form
   193	   241	august
   194	   242	hos
   195	   244	februar
   196	   245	båe
   197	   246	november
   198	   248	ulik
   199	   249	fransk
   200	   250	meter
   201	   252	lede
   202	   253	stat
   203	   254	familie
   204	   255	selskap
   205	   257	vid
   206	   258	vann
   207	   260	forhold
   208	   261	lenge
   209	   263	Tyskland
   210	   265	samtidig
   211	   266	rett
   212	   267	plass
   213	   268	le
   214	   269	internasjonal
   215	   270	far
   216	   271	serie
   217	   272	flytte
   218	   273	sende
   219	   274	sør
   220	   275	begge
   221	   276	fram
   222	   277	måte
   223	   278	grunnlegge
   224	   279	arbeide
   225	   280	drive
   226	   281	årlig
   227	   284	åre
   228	   285	elv
   229	   288	delta
   230	   289	verdenskrig
   231	   290	klar
   232	   291	klar
   233	   292	arbeid
   234	   293	folk
   235	   294	ingen
   236	   296	million
   237	   297	hennes
   238	   299	produsere
   239	   300	deretter
   240	   301	grad
   241	   302	svensk
   242	   303	mål
   243	   304	Sverige
   244	   305	rolle
   245	   306	Frankrike
   246	   309	forfatter
   247	   310	delstat
   248	   311	leder
   249	   313	bety
   250	   317	vest
   251	   318	sang
   252	   320	øst
   253	   321	drepe
   254	   322	allerede
   255	   323	skip
   256	   324	ete
   257	   326	antall
   258	   327	leve
   259	   330	bo
   260	   331	dø
   261	   332	ønske
   262	   333	samle
   263	   338	åpne
   264	   341	gjerne
   265	   342	om
   266	   344	kvinne
   267	   345	ung
   268	   346	skje
   269	   347	forbindelse
   270	   348	dårlig
   271	   349	opp
   272	   350	bil
   273	   351	president
   274	   352	or
   275	   353	London
   276	   355	regjering
   277	   357	skape
   278	   359	avis
   279	   360	selge
   280	   361	utenfor
   281	   362	mulig
   282	   363	organisasjon
   283	   366	støtte
   284	   367	bror
   285	   368	nok
   286	   372	stille
   287	   373	liste
   288	   374	øke
   289	   376	klar
   290	   377	århundre
   291	   378	nesten
   292	   379	trekke
   293	   380	inneholde
   294	   382	langs
   295	   385	skille
   296	   386	bygd
   297	   387	møte
   298	   388	måne
   299	   389	Storbritannia
   300	   391	Italia
   301	   392	erme
   302	   393	like
   303	   394	rask
   304	   395	når
   305	   396	hvis
   306	   398	moderne
   307	   399	økonomisk
   308	   400	vanligvis
   309	   402	musikk
