cid	Job Title	STYRK 08	STYRK 08 label
41406	Jazzmusiker	2652	Dirigentar, komponistar, musikarar og songarar
21801	Sanger	2652	Dirigentar, komponistar, musikarar og songarar
110351	Rockemusiker	2652	Dirigentar, komponistar, musikarar og songarar
21769	Musiker	2652	Dirigentar, komponistar, musikarar og songarar
110447	Ballettdanser	2653	Koreografar og dansarar
22981	Danser	2653	Koreografar og dansarar
66264	Koreografar og dansarar	2653	Koreografar og dansarar
39481	Koreolog	2653	Koreografar og dansarar
22937	Koreograf	2653	Koreografar og dansarar
20700	Ballettpedagog	2653	Koreografar og dansarar
22931	Regissør	2654	Regissørar
115238	Film- og teaterregissører og -produsenter	2654	Regissørar
22938	Dramaturg	2654	Regissørar
28898	Skuespiller	2655	Skodespelarar
19979	Programleiarar i TV og radio	2656	Programleiarar i TV og radio
66262	Andre utøvende kunstneriske yrker	2659	Andre utøvande kunstneriske yrke
67109	Høgskoleyrke	3	Høyskoleyrker
66640	Menig	3_x000D_
31_x000D_
310	Høyskoleyrker_x000D_
Ingeniørar mm._x000D_
Menige
67202	Ingeniørar mm.	31	Ingeniørar mm.
115582	Material- og ingeniørteknisk fagkraft	311	Ingeniørar
316820	Produksjonsteknisk leiar	311	Ingeniørar
125436	Planleggingsteknikar	311	Ingeniørar
54477	Bergingeniør (bygg og anlegg)	3112	Bygningsingeniørar
23256	Bygginspektør	3112	Bygningsingeniørar
111004	Beregningsingeniør (bygg og anlegg)	3112	Bygningsingeniørar
72654	Byggeleder betongarbeider	3112	Bygningsingeniørar
97283	Bygningskonstruktør	3112	Bygningsingeniørar
316130	Arbeidsstudietekniker (bygg og anlegg)	3112	Bygningsingeniørar
176787	Byggesaksbehandlar	3112	Bygningsingeniørar
164833	Branningeniør	3112	Bygningsingeniørar
31000	Termografør	3112	Bygningsingeniørar
20526	Bygningsteknisk ingeniør	3112	Bygningsingeniørar
113693	Elektroingeniør (elkraftteknikk)	3113	Elkraftingeniørar
316109	Teknisk konsulent (elkraftteknikk)	3113	Elkraftingeniørar
96316	Elektroteknikar (elkraftteknikk)	3113	Elkraftingeniørar
316090	Surveyor (elkraftteknikk)	3113	Elkraftingeniørar
316083	Skiftingeniør (elkraftteknikk)	3113	Elkraftingeniørar
96326	Kraftverksingeniør	3113	Elkraftingeniørar
211408	Beregningsingeniør (elkraftteknikk)	3113	Elkraftingeniørar
315958	Konstruksjonstegner (elkraftteknikk)	3113	Elkraftingeniørar
315986	Planleggingsingeniør (elkraftteknikk)	3113	Elkraftingeniørar
316095	Tegningskontrollør (elkraftteknikk)	3113	Elkraftingeniørar
316118	Verneingeniør (elkraftteknikk)	3113	Elkraftingeniørar
129760	Serviceteknikar (elkraftteknikk)	3113	Elkraftingeniørar
315971	Kontrollteknikar (elkraftteknikk)	3113	Elkraftingeniørar
113726	Standardiseringsingeniør (elkraftteknikk)	3113	Elkraftingeniørar
315945	Arbeidsstudieingeniør (elkraftteknikk)	3113	Elkraftingeniørar
96323	Energi- og miljøingeniør	3113	Elkraftingeniørar
114068	Tilsynsingeniør (elkraftteknikk)	3113	Elkraftingeniørar
21226	Elektrokontrollør	3113	Elkraftingeniørar
95484	Serviceingeniør (elkraftteknikk)	3113	Elkraftingeniørar
66599	Elkraftingeniør	3113_x000D_
3114	Elkraftingeniørar_x000D_
Elektronikkingeniørar
316160	Ingeniør (teleteknikk)	3114	Elektronikkingeniørar
20058	Mekatronikkingeniør	3114	Elektronikkingeniørar
316613	Prosjektleder (elektronikk)	3114	Elektronikkingeniørar
111005	Beregningsingeniør (elektronikk og telekommunikasjon)	3114	Elektronikkingeniørar
97316	Konstruktør (elektroteknikk)	3114	Elektronikkingeniørar
316232	Prosjektingeniør (elektroteknikk)	3114	Elektronikkingeniørar
20528	Tekniker (elektronikk)	3114	Elektronikkingeniørar
20077	Flyingeniør	3114	Elektronikkingeniørar
316173	Konstruksjonsteiknar (elektronikk og telekommunikasjon)	3114	Elektronikkingeniørar
316125	Arbeidsstudieingeniør (elektronikk og telekommunikasjon)	3114	Elektronikkingeniørar
316200	Planleggingstekniker (elektronikk og telekommunikasjon)	3114	Elektronikkingeniørar
316238	Prosjektingeniør (alarmanlegg)	3114	Elektronikkingeniørar
96943	Radioingeniør	3114	Elektronikkingeniørar
316784	Kontrollingeniør (elektronikk og telekommunikasjon)	3114	Elektronikkingeniørar
316630	Standardiseringsingeniør (elektronikk og telekommunikasjon)	3114	Elektronikkingeniørar
79321	Utviklingsingeniør (elektronikk og telekommunikasjon)	3114	Elektronikkingeniørar
316206	Produksjonstekniker (elektronikk)	3114	Elektronikkingeniørar
316153	Driftstekniker (elektronikk og telekommunikasjon)	3114	Elektronikkingeniørar
113983	Testingeniør (elektronikk og telekommunikasjon)	3114	Elektronikkingeniørar
316688	Installasjonsinspektør	3114	Elektronikkingeniørar
316623	Servicetekniker  (elektronikk og telekommunikasjon)	3114	Elektronikkingeniørar
316221	Prosjektingeniør (elektronikk og telekommunikasjon)	3114	Elektronikkingeniørar
316215	Prosessteknikar (elektronikk)	3114	Elektronikkingeniørar
316136	Arbeidsstudietekniker (elektronikk og telekommunikasjon)	3114	Elektronikkingeniørar
79978	Prosessingeniør (elektronikk)	3114	Elektronikkingeniørar
316644	Teknisk konsulent (elektronikk og telekommunikasjon)	3114	Elektronikkingeniørar
316148	Driftsingeniør (elektronikk og telekommunikasjon)	3114	Elektronikkingeniørar
316636	Teiknar (teleteknikk, elektronikk og telekommunikasjon)	3114	Elektronikkingeniørar
316653	Teknisk sjef (kontormaskiner)	3114	Elektronikkingeniørar
316618	Serviceingeniør (elektronikk og telekommunikasjon)	3114	Elektronikkingeniørar
316682	Testtekniker (elektronikk)	3114	Elektronikkingeniørar
316629	Signalingeniør (teleteknikk)	3114	Elektronikkingeniørar
316185	Konstruktør (elektronikk og telekommunikasjon)	3114	Elektronikkingeniørar
20547	Produktionstekniker	3114_x000D_
3117	Elektronikkingeniørar_x000D_
Ingeniørar innan petroleum, bergverk og metallurgi
127602	Produksjonsteknikerlærling	3114_x000D_
3117	Elektronikkingeniørar_x000D_
Ingeniørar innan petroleum, bergverk og metallurgi
45232	Telekommunikasjonsteknikar	3114_x000D_
3522	Elektronikkingeniørar_x000D_
Teknikarar innan telekom
20554	Automatiker	3114_x000D_
7412	Elektronikkingeniørar_x000D_
Automatikarar
66212	Maskinkonstruksjontekniker	3115	Maskiningeniørar
316726	Konstruktør (mekanikk)	3115	Maskiningeniørar
313025	Senior maskiningeniør	3115	Maskiningeniørar
316892	Verneingeniør (maskin)	3115	Maskiningeniørar
97231	Konstruksjonsteiknar	3115	Maskiningeniørar
316885	Teknisk konsulent (maskin)	3115	Maskiningeniørar
316866	Servicetekniker (maskin)	3115	Maskiningeniørar
26762	Konstruktør (maskiningeniør)	3115	Maskiningeniørar
316721	Konstruksjonstegner (maskin)	3115	Maskiningeniørar
316855	Serviceingeniør (maskin)	3115	Maskiningeniørar
316872	Standardiseringsingeniør (maskin)	3115	Maskiningeniørar
316789	Kontrollteknikar (maskin)	3115	Maskiningeniørar
79324	Driftsingeniør (maskin)	3115	Maskiningeniørar
316695	Arbeidsstudieteknikar (maskin)	3115	Maskiningeniørar
316814	Produksjonsplanleggsleiar (maskin)	3115	Maskiningeniørar
22277	Verktøykonstruktør	3115	Maskiningeniørar
316827	Produksjonsteknisk leder (maskin)	3115	Maskiningeniørar
316804	Planleggingstekniker (maskin)	3115	Maskiningeniørar
111006	Beregningsingeniør (maskin)	3115	Maskiningeniørar
316835	Prosjektingeniør (maskin)	3115	Maskiningeniørar
316704	Arbeidsstudieingeniør (maskin)	3115	Maskiningeniørar
316775	Kontrollingeniør (maskin)	3115	Maskiningeniørar
316797	Planleggingsingeniør (maskin)	3115	Maskiningeniørar
316879	Tegningskontrollør (maskin)	3115	Maskiningeniørar
215237	Vedlikeholdsingeniør (maskin)	3115	Maskiningeniørar
316931	Kontrollingeniør (kjemi)	3116	Kjemiingeniørar
316903	Arbeidsstudieingeniør (kjemi)	3116	Kjemiingeniørar
316908	Arbeidsstudietekniker (kjemi)	3116	Kjemiingeniørar
316964	Serviceingeniør (kjemi)	3116	Kjemiingeniørar
120101	Laborantleder (kjemi- og prosessindustri)	3116	Kjemiingeniørar
118726	Kjemitekniker	3116	Kjemiingeniørar
19954	Kjemi- og farmasøytiske teknologer	3116	Kjemiingeniørar
239338	Prosessingeniør (kjemi)	3116	Kjemiingeniørar
316921	Forskningstekniker (kjemi)	3116	Kjemiingeniørar
316936	Kontrolltekniker (kjemi)	3116	Kjemiingeniørar
23419	Lærling (laborant) (kjemi- og prosessindustri)	3116	Kjemiingeniørar
316947	Planleggingsteknikar (kjemi)	3116	Kjemiingeniørar
316974	Teknisk konsulent (kjemi)	3116	Kjemiingeniørar
316969	Serviceteknikar (kjemi)	3116	Kjemiingeniørar
20560	Laborant (kjemi- og prosessindustri)	3116	Kjemiingeniørar
316955	Prosjektingeniør (kjemi)	3116	Kjemiingeniørar
79907	Driftsingeniør (kjemi)	3116	Kjemiingeniørar
316942	Planleggingsingeniør (kjemi)	3116	Kjemiingeniørar
101303	Tekniker (kjemiprosess)	3116	Kjemiingeniørar
114034	Kjemikonstruktør	3116	Kjemiingeniørar
316979	Verneingeniør (kjemi)	3116.	
317062	Konstruktør (olje)	3117	Ingeniørar innan petroleum, bergverk og metallurgi
317049	Operating Technician, Oil Production	3117	Ingeniørar innan petroleum, bergverk og metallurgi
91074	Bergteknikar (gruvedrift)	3117	Ingeniørar innan petroleum, bergverk og metallurgi
317034	Borevæskeingeniører (olje)	3117	Ingeniørar innan petroleum, bergverk og metallurgi
70665	Boreingeniør	3117	Ingeniørar innan petroleum, bergverk og metallurgi
317054	Inspeksjonsingeniør (undervanns)	3117	Ingeniørar innan petroleum, bergverk og metallurgi
91107	Brønningeniør (olje)	3117	Ingeniørar innan petroleum, bergverk og metallurgi
54480	Oljeteknikar	3117	Ingeniørar innan petroleum, bergverk og metallurgi
247896	Teknikar (petroleum)	3117	Ingeniørar innan petroleum, bergverk og metallurgi
205989	Laborant (oljeutvinning og bergverksdrift)	3117	Ingeniørar innan petroleum, bergverk og metallurgi
317044	Driftsteknikar (metallurgi)	3117	Ingeniørar innan petroleum, bergverk og metallurgi
91106	Oljeingeniør	3117	Ingeniørar innan petroleum, bergverk og metallurgi
118740	Ingeniørar innan petroleum, bergverk og metallurgi	3117	Ingeniørar innan petroleum, bergverk og metallurgi
317039	Driftsingeniør (olje)	3117	Ingeniørar innan petroleum, bergverk og metallurgi
317029	Arbeidsstudieteknikar (metallurgi)	3117	Ingeniørar innan petroleum, bergverk og metallurgi
23396	Lærling (teknisk tegning bygg- og anlegg))	3118	Tekniske tegnarar
127907	Lærling (teknisk tegning)	3118	Tekniske tegnarar
20510	Teknisk tegner (bygg)	3118	Tekniske tegnarar
23490	Lærling (teknisk tegning bygg)	3118	Tekniske tegnarar
23531	Lærling teknisk tegning (landskapsarkitektur)	3118	Tekniske tegnarar
70550	Teknisk tegner (bygg-og anlegg)	3118	Tekniske tegnarar
20495	Teknisk tegner	3118	Tekniske tegnarar
61127	Lærling (Veikontrollør)	3119	Andre ingeniørar
164255	Teknikar (vareautomat)	3119	Andre ingeniørar
23278	Kvalitetskonsulent	3119	Andre ingeniørar
168446	Kvalitetsinspektør	3119	Andre ingeniørar
117108	Andre ingeniørar	3119	Andre ingeniørar
20168	Leder kvalitetssikring	3119	Andre ingeniørar
67207	Arbeidsleiarar innen bergfag, industri, bygg og anlegg	312	Arbeidsleiarar innen bergfag, industri, bygg og anlegg
66195	Arbeidsleiar, bergfag	3121	Arbeidsleiar, bergfag
212679	Formann (bergfagarbeid)	3121_x000D_
8111	Arbeidsleiar, bergfag_x000D_
Bergfagarbeidarar
314517	Formann (spon- og fiberplateproduksjon)	3122	Arbeidsleiar, industri
315741	Formann (cellulose)	3122	Arbeidsleiar, industri
315732	Formann (frukt, grønnsaker og nøtter)	3122	Arbeidsleiar, industri
166994	Formann (treforedlingsindustri)	3122	Arbeidsleiar, industri
316660	Formann (trikotasje)	3122	Arbeidsleiar, industri
315940	Formann (fiskeredskap)	3122	Arbeidsleiar, industri
225968	Formann (sveising)	3122	Arbeidsleiar, industri
315716	Formann (fiskeindustri)	3122	Arbeidsleiar, industri
91661	Formann (industriell glassproduksjon)	3122	Arbeidsleiar, industri
154136	Formann (betongproduksjon)	3122	Arbeidsleiar, industri
66196	Arbeidsleiar, industri	3122	Arbeidsleiar, industri
316654	Formann (industrisying)	3122	Arbeidsleiar, industri
22998	Fagarbeider (pakketeknologi)	3122	Arbeidsleiar, industri
166771	Formann (næringsmiddelproduksjon)	3122	Arbeidsleiar, industri
166960	Formann (papirproduksjon)	3122	Arbeidsleiar, industri
70174	Formann (bokbinding)	3122	Arbeidsleiar, industri
315727	Formann (bakverk, korn- og sjokoladeprodukter)	3122	Arbeidsleiar, industri
69593	Formann (produksjon av transportmidler)	3122	Arbeidsleiar, industri
68416	Formann (meieriprodukter)	3122	Arbeidsleiar, industri
315722	Formann (korn- og kryddermølle)	3122	Arbeidsleiar, industri
266274	Formann (tobakksproduksjon)	3122	Arbeidsleiar, industri
164820	Formann (sko- og veskeproduksjon)	3122	Arbeidsleiar, industri
22846	Jernbinderbas	3123	Arbeidsleiar, bygg og anlegg
100077	Formann betongfag	3123	Arbeidsleiar, bygg og anlegg
162644	Maskininstruktør	3123	Arbeidsleiar, bygg og anlegg
99995	Forskalingsbas	3123	Arbeidsleiar, bygg og anlegg
71023	Montørformann på linje over 22 kV	3123	Arbeidsleiar, bygg og anlegg
66216	Prosesskontrollørar	313_x000D_
3139	Prosesskontrollørar_x000D_
Andre prosesskontrolloperatørar
66205	Energikontrolloperatørar	3131	Energikontrolloperatørar
119071	Energioperatør	3131	Energikontrolloperatørar
66207	Kontrolloperatørar ved forbrennings- kjøle- og vassreinseanlegg mm.	3132	Kontrolloperatørar ved forbrennings- kjøle- og vassreinseanlegg mm.
66209	Kontrolloperatørar innan kjemisk prosessindustri	3133	Kontrolloperatørar innan kjemisk prosessindustri
66215	Kontrolloperatørar ved olje- og naturgassraffineringsanlegg	3134	Kontrolloperatørar ved olje- og naturgassraffineringsanlegg
22319	Metallurg	3135	Kontrolloperatørar innan metallproduksjon
316635	Formann (farging, vasking, rensing mv. av tekstil o.l.)	3139	Andre prosesskontrolloperatørar
67213	Bioteknikarar mm.	314	Bioteknikarar mm.
22168	Laborant	3141	Bioteknikarar (ikkje-medisinske laboratorium)
22160	Laborant (ikke medisinsk bioteknikk)	3141	Bioteknikarar (ikkje-medisinske laboratorium)
247963	Radoninspektør	3141	Bioteknikarar (ikkje-medisinske laboratorium)
23403	LÆRLING (LABORANT) (IKKE-MEDISINSK BIOTEKNIKK)	3141	Bioteknikarar (ikkje-medisinske laboratorium)
20599	Agroteknikarar	3142	Agroteknikarar
20041	Skogingeniør	3143	Skogteknikarar
49181	Viltforvalter	3143	Skogteknikarar
54164	Skogteknikarar	3143	Skogteknikarar
90738	Skogbruksleder	3143	Skogteknikarar
23456	Lærling (skogsoperatør)	3143	Skogteknikarar
90817	Skoginspektør	3143	Skogteknikarar
90759	Utmarkskonsulent	3143	Skogteknikarar
90825	Skogforvalter	3143_x000D_
6210	Skogteknikarar_x000D_
Skogbrukarar
67217	Skipoffiserar, flygarar, flygeleiarar mm.	315	Skipoffiserar, flygarar, flygeleiarar mm.
268927	Maskinsjef (skip)	3151	Skipsmaskinistar
22974	Skipsmaskinistar	3151	Skipsmaskinistar
70187	Maskinist (skip)	3151	Skipsmaskinistar
67693	Styrmann	3152	Dekksoffiserar og losar
66218	Sjøkaptein	3152	Dekksoffiserar og losar
111324	Losbåtformann	3152	Dekksoffiserar og losar
67707	Havnelos	3152	Dekksoffiserar og losar
102976	Førstestyrmann	3152	Dekksoffiserar og losar
102694	Los	3152	Dekksoffiserar og losar
66219	Helikopterpilot	3153	Flygarar
19757	Flyger	3153	Flygarar
166713	Kontrollflyger	3153	Flygarar
102964	Flynavigatør	3153	Flygarar
102953	Annenflyger	3153	Flygarar
39485	Flygelederaspirant	3154	Flygeleiarar
22153	Flygeleder	3154	Flygeleiarar
261301	AFIS-fullmektig	3154	Flygeleiarar
171553	Flytekniker	3155	Teknikarar innan luftfartstryggleik
66225	Teknikarar innan luftfartstryggleik	3155	Teknikarar innan luftfartstryggleik
66236	Helserelaterte yrke	32	Helserelaterte yrke
67224	Radiografar, proteseteknikarar, reseptarar mm.	321	Radiografar, proteseteknikarar, reseptarar mm.
66226	Medical imaging and therapeutic equipment technicians	3211	Radiografar mm.
70374	Radiograf	3211_x000D_
5329	Radiografar mm._x000D_
Andre pleiemedarbeidarar
261356	Obduksjonstekniker	3212	Bioingeniørar
23549	Laborantlærling (Medisin)	3212	Bioingeniørar
66227	Berufe in der biologischen Präparation - fachlich ausgerichtete Tätigkeiten (KldB)	3212	Bioingeniørar
156736	Medisintekniker (labor og patologi)	3212	Bioingeniørar
101138	Bioingeniør	3212	Bioingeniørar
53598	Laborant (Medisinsk laboratorium)	3212	Bioingeniørar
20563	Tanntekniker	3214	Protese- og tannteknikarar
67800	Tannprotesetekniker	3214	Protese- og tannteknikarar
48346	Tannteknikermester	3214	Protese- og tannteknikarar
161948	Protese- og ortosemaker	3214	Protese- og tannteknikarar
201500	Ortopediingeniør	3214	Protese- og tannteknikarar
107752	Tanntekniker (spesialist gebiss)	3214	Protese- og tannteknikarar
23648	Tannteknikerlærling	3214	Protese- og tannteknikarar
66228	Protese- og tannteknikarar	3214	Protese- og tannteknikarar
115314	Tannteknikerassistent	3214	Protese- og tannteknikarar
49134	Ortopeditekniker	3214	Protese- og tannteknikarar
22353	Produksjonsarbeider (ortopedisk fottøy)	3214_x000D_
7536	Protese- og tannteknikarar_x000D_
Skomakarar
67235	Yrke innan alternativ medisin	323_x000D_
3230	Yrke innan alternativ medisin_x000D_
Yrke innan alternativ medisin
21664	Akupressurtherapeut	3230	Yrke innan alternativ medisin
21523	Homeopat	3230	Yrke innan alternativ medisin
39713	Gestaltterapeut	3230	Yrke innan alternativ medisin
269224	Naprapat	3230	Yrke innan alternativ medisin
39385	Atlasterpeut	3230	Yrke innan alternativ medisin
39541	Rosenterapeut	3230	Yrke innan alternativ medisin
21666	Ayurvedaterapeut	3230	Yrke innan alternativ medisin
21525	Akupunktør	3230	Yrke innan alternativ medisin
115643	Soneterapaut	3230	Yrke innan alternativ medisin
207219	Hypnoterapeut	3230	Yrke innan alternativ medisin
53549	Kneipptrener	3230	Yrke innan alternativ medisin
115632	Biopat	3230	Yrke innan alternativ medisin
221529	Øreakupunktør	3230	Yrke innan alternativ medisin
21676	Lysterapeut	3230	Yrke innan alternativ medisin
66229	Veterinærmedisinsk fagkraft og assistenter	324_x000D_
3240	Dyrepleiarar_x000D_
Dyrepleiarar
76975	Dyrepleier	3240	Dyrepleiarar
90628	Dyrepleier (Zoologisk hage)	3240	Dyrepleiarar
67239	Andre helseyrke	325_x000D_
3259	Andre helseyrke_x000D_
Andre helseyrke
21654	Tannpleier	3251	Tannpleiarar
66230	Assistent i tannmedisin/ tannpleie	3251	Tannpleiarar
21881	Optiker	3254	Optikarar
23383	Optikerlærling	3254	Optikarar
39412	Ortoptist	3254	Optikarar
21882	Øyenoptiker	3254	Optikarar
268419	Certified Medical Assistant (CMA)	3256	Helsesekretærar
66234	Medisinsk assistent	3256	Helsesekretærar
21692	Tannlegeassistent	3256	Helsesekretærar
106607	Tannlegesekretær	3256	Helsesekretærar
106787	Fagarbeider for medisinske rapporter	3256	Helsesekretærar
23425	Lærling (tannlegeassistent)	3256	Helsesekretærar
70507	HMS-ingeniør	3257	Helse- og miljøkontrollørar
103555	Mattilsynsinspektor	3257	Helse- og miljøkontrollørar
23263	Næringsmiddelinspektør	3257	Helse- og miljøkontrollørar
66235	Helse- og miljøkontrollørar	3257	Helse- og miljøkontrollørar
22995	Næringsmiddelteknolog	3257	Helse- og miljøkontrollørar
23537	Næringsmiddelteknologilærling	3257	Helse- og miljøkontrollørar
21701	Ambulansearbeider	3258	Ambulansepersonell
314512	Arbeidsleder (vernet bedrift)	3259	Andre helseyrke
21382	Megler	33	Medarbeidarar innan økonomi, administrasjon og sal
67243	Medarbeidarar innan økonomi, administrasjon og sal	33	Medarbeidarar innan økonomi, administrasjon og sal
67244	Yrke innan finanstenester	331	Yrke innan finanstenester
157672	Obligasjonsmegler	3311	Finansmeklarar
21903	Valutamegler	3311	Finansmeklarar
105875	Finansmegler	3311	Finansmeklarar
105899	Verdipapirmegler	3311	Finansmeklarar
105877	Fondsmegler	3311	Finansmeklarar
105839	Aksjemegler	3311	Finansmeklarar
21893	Børsmegler	3311	Finansmeklarar
23328	Trainee (bank)	3312	Kundebehandlarar lån og kreditt
30576	Kundebehandlarar lån og kreditt	3312	Kundebehandlarar lån og kreditt
130111	Kunderådgiver i bank	3312	Kundebehandlarar lån og kreditt
21375	Kalkulatør	3313	Rekneskapsførarar
250915	Junior Accountant	3313	Rekneskapsførarar
22006	Bokholder	3313_x000D_
4311	Rekneskapsførarar_x000D_
Rekneskapsmedarbeidarar
115912	Takstmann	3315	Takstmenn
65672	Takstmenn (generell)	3315	Takstmenn
67254	Agentar og meklarar	332	Agentar og meklarar
137839	Forsikringsrådgiver	3321	Forsikringsagentar
53039	Forsikringsagent	3321	Forsikringsagentar
53038	Forsikringsmegler	3321	Forsikringsagentar
21307	Forsikringsrådgiver (selger)	3321	Forsikringsagentar
103846	Salgsreisende	3322	selj arar (engros)
66238	Handelsagent	3322	selj arar (engros)
54863	Key Account Manager	3322	selj arar (engros)
40360	Generalagent	3322	selj arar (engros)
42057	Produktspesialist	3322	selj arar (engros)
21987	Importør	3322	selj arar (engros)
19852	Salgsrepresentant	3322	selj arar (engros)
19868	Handelsreisender	3322	selj arar (engros)
225917	Selger, bedriftsrådgivning	3322	selj arar (engros)
19793	Selger	3322_x000D_
5223_x000D_
5244	selj arar (engros)_x000D_
Butikkmedarbeidarar_x000D_
Telefon- og nettseljarar
21979	Innkjøper	3323	Innkjøparar
66239	Handelsmegler	3324	Handels- og skipsmeklarar
158060	Råvaremegler	3324	Handels- og skipsmeklarar
66828	Skipsmegler	3324	Handels- og skipsmeklarar
66242	Forretningstenesteyrke	333_x000D_
3339	Forretningstenesteyrke_x000D_
Andre yrke innan forretningstenester
21326	Handelsmann for spedisjon og logistikktjenester	3331	Speditørar og befraktarar
66240	Speditørar og befraktarar	3331	Speditørar og befraktarar
23165	Spedisjonsmedarbeider	3331	Speditørar og befraktarar
71074	Speditør	3331	Speditørar og befraktarar
180244	Fraktmegler	3331	Speditørar og befraktarar
66241	Konferanse- og arrangementsplanleggjarar mm.	3332	Konferanse- og arrangementsplanleggjarar mm.
20353	Karriereveileder	3333	Arbeidsformidlarar
22922	Arbeidsformidlarar	3333	Arbeidsformidlarar
230466	Rekrutterer	3333	Arbeidsformidlarar
36642	Yrkesrådgiver	3333	Arbeidsformidlarar
68978	Utleiemegler (leiligheter)	3334	Eigedomsmeklarar og - forvaltarar
23251	Eiendomsmegler	3334	Eigedomsmeklarar og - forvaltarar
226294	Utleiemegler	3334	Eigedomsmeklarar og - forvaltarar
68721	Eiendomsforvalter (leieleiligheter)	3334	Eigedomsmeklarar og - forvaltarar
68981	Jordbrukseiendomsmegler	3334	Eigedomsmeklarar og - forvaltarar
20301	Eiendomsforvalter	3334	Eigedomsmeklarar og - forvaltarar
104076	Eiendomsmegler (boligtomter og næringseiendomstomter)	3334	Eigedomsmeklarar og - forvaltarar
67259	Sekretærar og arbeidsleiarar for kontorpersonell	334	Sekretærar og arbeidsleiarar for kontorpersonell
20206	Kontorsjef IKT Styringsinformasjon	3341	Arbeidsleiarar for kontorpersonell
21255	Leder backoffice	3341	Arbeidsleiarar for kontorpersonell
20221	Kontorsjef	3341	Arbeidsleiarar for kontorpersonell
53166	Advokatsekretær	3342	Advokatsekretær
106385	Advokatassistent	3342	Advokatsekretær
129975	Direksjonssekretær	3343	Sjefssekretærar
226498	Privatsekretær	3343	Sjefssekretærar
66256	Yrke innan offentleg forvalting	335_x000D_
3359	Yrke innan offentleg forvalting_x000D_
Andre yrke innan offentleg forvalting
129817	Tollinspektør	3351	Tollarar
114647	Tollaspirant	3351	Tollarar
70666	Tollbetjent	3351	Tollarar
21422	Toller	3351	Tollarar
20334	Skatterådgiver	3352	Skattefunksjonærar
21265	Skattefunksjonærar	3352	Skattefunksjonærar
154308	Attføringskonsulent	3353	Saksbehandlarar innan sosiale ytingar
129612	Veileder (arbeids- og velferdsetaten)	3353	Saksbehandlarar innan sosiale ytingar
66250	Saksbehandlarar innan sosiale ytingar	3353	Saksbehandlarar innan sosiale ytingar
66251	Saksbehandlarar for førarkort, importlisensar mm.	3354	Saksbehandlarar for førarkort, importlisensar mm.
207289	Ridende politibetjent	3355	Politibetentar mm.
21400	Passkontrollør (politi)	3355	Politibetentar mm.
103484	Politioverbetjent	3355	Politibetentar mm.
164843	Politietterforsker	3355	Politibetentar mm.
21395	Politibetjent	3355	Politibetentar mm.
66630	Politibetentar mm.	3355	Politibetentar mm.
207687	Teknisk spesialist i trafikk- og sjøtjenestepolitiet	3355	Politibetentar mm.
224057	Idrettskonsulent	3359	Andre yrke innan offentleg forvalting
19973	Skriftgransker	3359	Andre yrke innan offentleg forvalting
237642	Fiskeoppsynsmann	3359	Andre yrke innan offentleg forvalting
117044	Kultursektretær	3359	Andre yrke innan offentleg forvalting
231143	Heimehjelpsleiar	3359_x000D_
5322	Andre yrke innan offentleg forvalting_x000D_
Heimehjelparar
67264	Yrke innan kultur, idrett mm.	34	Yrke innan kultur, idrett mm.
67266	Yrke innan sosialarbeid og kultur	341	Yrke innan sosialarbeid og kultur
21446	Privatetterforsker	3411	Privatetterforskarar mm.
66258	Privatetterforskarar mm.	3411	Privatetterforskarar mm.
119997	Flyktningkonsulent	3412	Miljøarbeidarar innan sosiale fagfelt
54110	Rusmiddelkonsulent (sosionom)	3412	Miljøarbeidarar innan sosiale fagfelt
21996	Medarbeider utviklingshjelp	3412	Miljøarbeidarar innan sosiale fagfelt
66259	Miljøarbeidarar innan sosiale fagfelt	3412	Miljøarbeidarar innan sosiale fagfelt
107838	Fagperson innen psykiatri og rus	3412	Miljøarbeidarar innan sosiale fagfelt
21997	Bistandsarbeider	3412	Miljøarbeidarar innan sosiale fagfelt
268987	Menighetspedagog	3413	Religiøse yrke
23133	Misjonær	3413	Religiøse yrke
23117	Diakon	3413	Religiøse yrke
66260	Religiøse yrke	3413	Religiøse yrke
120057	Diakonimedarbeider	3413	Religiøse yrke
67267	Yrke innan sport og idrett	342	Yrke innan sport og idrett
29057	Fotballspiller	3421	Idrettsutøvarar
29056	Idrettsutøver	3421	Idrettsutøvarar
20671	Turnlærer	3422	Trenarar og idrettsdomarar
55360	Idrettstrener	3422	Trenarar og idrettsdomarar
20992	Ridelærer	3422	Trenarar og idrettsdomarar
108800	Hovedtrener	3422	Trenarar og idrettsdomarar
37309	Dommer (Sport)	3422	Trenarar og idrettsdomarar
37310	Fotballdommer	3422	Trenarar og idrettsdomarar
19641	Aerobicinstruktør	3423	Sports- og aktivitetsinstruktørar
115257	Sports- og aktivitetsinstruktører	3423	Sports- og aktivitetsinstruktørar
19638	Personlig trener	3423	Sports- og aktivitetsinstruktørar
67268	Yrke innan estetiske fag	343	Yrke innan estetiske fag
118770	TV-Fotograf	3431	Fotografar og filmfotografar
93142	Reklamefotograf	3431	Fotografar og filmfotografar
93111	Arkitekturfotograf	3431	Fotografar og filmfotografar
23458	Lærling (fotografi)	3431	Fotografar og filmfotografar
93126	Motefotograf	3431	Fotografar og filmfotografar
237382	Skolefotograf	3431	Fotografar og filmfotografar
93129	Portrettfotograf	3431	Fotografar og filmfotografar
