cid	Job Title	STYRK 08	STYRK 08 label
22169	Fotograf	3431	Fotografar og filmfotografar
28025	Bryllupsfotograf	3431	Fotografar og filmfotografar
19994	Dekoratør	3432	Interiørdesignarar og dekoratørar
23424	Dekoratørlærling	3432	Interiørdesignarar og dekoratørar
20360	Innredningsrådgiver	3432	Interiørdesignarar og dekoratørar
60960	Utstillingsdesigner	3432	Interiørdesignarar og dekoratørar
22800	Teaterdekoratør	3432	Interiørdesignarar og dekoratørar
128255	Store Visual Merchandiser	3432	Interiørdesignarar og dekoratørar
19995	Interiørdesigner	3432	Interiørdesignarar og dekoratørar
22807	Skiltmaler	3432_x000D_
7316	Interiørdesignarar og dekoratørar_x000D_
Dekormålarar mm.
66551	Tekniske konservatorar	3433	Tekniske konservatorar
22928	Taksidermist	3433	Tekniske konservatorar
70031	Kantinestyrar	3434_x000D_
5120	Sjefskokkar_x000D_
Kokkar
267400	Filminspisient	3439	Andre yrke innan estetiske fag
22940	Rekvisitør	3439	Andre yrke innan estetiske fag
69008	Scenograf	3439	Andre yrke innan estetiske fag
40433	Inspisient	3439	Andre yrke innan estetiske fag
20589	Lystekniker	3439	Andre yrke innan estetiske fag
66552	Andre yrke innan estetiske fag	3439	Andre yrke innan estetiske fag
69269	Barsjef	3439	Andre yrke innan estetiske fag
120838	Hovmester	3439	Andre yrke innan estetiske fag
21860	Husøkonom	3439	Andre yrke innan estetiske fag
67271	IKT-teknikarar	35	IKT-teknikarar
67272	Operatørar og brukarstøtte, IKT	351	Operatørar og brukarstøtte, IKT
20540	Driftsteknikarar, IKT	3511	Driftsteknikarar, IKT
66632	Brukarstøtte, IKT	3512	Brukarstøtte, IKT
19845	Helpdeskmedarbeider	3512	Brukarstøtte, IKT
22397	ICT Supporter	3512	Brukarstøtte, IKT
55007	Nettverks- og systemteknikarar, IKT	3513	Nettverks- og systemteknikarar, IKT
22506	Webmaster	3514	Internett-teknikarar
67273	Teknikarar innan kringkasting og telekom	352	Teknikarar innan kringkasting og telekom
31983	Lydtekniker	3521	Teknikarar innan radio og tv
66631	Teknikarar innan radio og tv	3521	Teknikarar innan radio og tv
67110	Kontoryrke	4	Kontoryrker
67149	General and Keyboard Clerks	41	Kontormedarbeidarar
67150	Kontor- og administrasjonsmedarbeidere	411_x000D_
4110	Kontormedarbeidarar_x000D_
Kontormedarbeidarar
19889	Promotør	4110	Kontormedarbeidarar
103773	Salgssekretær	4110	Kontormedarbeidarar
36712	Sekretær	4110	Kontormedarbeidarar
44858	skolesekretær	4110	Kontormedarbeidarar
44411	PR-assistent	4110	Kontormedarbeidarar
122318	Administrasjonsmedarbeider (sekreteriat)	4110	Kontormedarbeidarar
21253	Saksarbeider	4110	Kontormedarbeidarar
119145	Kundeservicemedarbeider (helsesektor)	4110_x000D_
4226	Kontormedarbeidarar_x000D_
Resepsjonistar (ekskl. hotell)
67151	Dataregistrarar og stenografar	413	Dataregistrarar og stenografar
66629	Stenografar mm.	4131	Stenografar mm.
21370	Dataregistrerarar	4132	Dataregistrerarar
67152	Kundeserviceyrke	42	Kundeserviceyrke
67153	Kundebehandlarar, pengar og pengespel	421	Kundebehandlarar, pengar og pengespel
66628	Kundebehandlarar, bank og postkontor	4211	Kundebehandlarar, bank og postkontor
130023	Kundebehandler (bank)	4211	Kundebehandlarar, bank og postkontor
66627	Bingoverter, bookmakere mv.	4212	Bingovertar, bookmakarar mm.
66529	Pantelånarar mm.	4213	Pantelånarar mm.
66626	Inkassomedarbeidere mv.	4214	Inkassomedarbeidarar mm.
66621	Andre opplysingsmedarbeidarar	422_x000D_
4229	Reisebyrå-, resepsjons- og andre opplysningsmedarbeidarar_x000D_
Andre opplysingsmedarbeidarar
20484	Reiselivsmedarbeider	4221	Reisebyråmedarbeidarar mm.
23598	Lærling reiselivsmedarbeider	4221	Reisebyråmedarbeidarar mm.
66624	Kundesentermedarbeidere	4222	Kundesentermedarbeidarar
21377	Call Center Agent	4222_x000D_
4223_x000D_
5244	Kundesentermedarbeidarar_x000D_
Sentralbordoperatørar_x000D_
Telefon- og nettseljarar
23495	Lærling (Hotellfag)	4224	Hotellresepsjonistar
130022	Hotellresepsjonist	4224	Hotellresepsjonistar
66622	Informasjonsskrankemedarbeidarar	4225	Informasjonsskrankemedarbeidarar
23996	Kundebehandler	4225	Informasjonsskrankemedarbeidarar
21873	Resepsjonist (ekskl. hotell)	4226	Resepsjonistar (ekskl. hotell)
70051	Solstudiovert/-vertinne	4226_x000D_
5142	Resepsjonistar (ekskl. hotell)_x000D_
Kosmetologea mm.
121894	Intervjuer (opinionsmålinger)	4227	Intervjuarar
53043	Intervjuer	4227	Intervjuarar
66528	Intervjuer (spørre- og markedsundersøkelser)	4227	Intervjuarar
67160	Økonomi- og logistikkmedarbeidarar	43	Økonomi- og logistikkmedarbeidarar
67161	Rekneskaps- og lønsmedarbeidarar mm.	431	Rekneskaps- og lønsmedarbeidarar mm.
66620	Rekneskapsmedarbeidarar	4311	Rekneskapsmedarbeidarar
66619	Forsikrings- og finansmedarbeidarar	4312	Forsikrings- og finansmedarbeidarar
22034	Løningsmedarbeidar	4313	Løningsmedarbeidarar
67281	Lager- og transportmedarbeidarar	432	Lager- og transportmedarbeidarar
242719	Materialkoordinator	4321	Lagermedarbeidarar og material-forvaltarar
102392	Materialforvalter	4321	Lagermedarbeidarar og material-forvaltarar
78899	Lagermedarbeidar	4321	Lagermedarbeidarar og material-forvaltarar
102275	Depotarbeider	4321	Lagermedarbeidarar og material-forvaltarar
102378	Lagerekspeditør	4321	Lagermedarbeidarar og material-forvaltarar
22643	Lagermedarbeidere og material-forvaltere	4321	Lagermedarbeidarar og material-forvaltarar
102796	Materialplanleggar	4321	Lagermedarbeidarar og material-forvaltarar
120753	Lagerleder	4321	Lagermedarbeidarar og material-forvaltarar
102543	Lagerformann	4321	Lagermedarbeidarar og material-forvaltarar
224742	Terminalarbeidar (spedisjon)	4321_x000D_
4323	Lagermedarbeidarar og material-forvaltarar_x000D_
Transportfunksjonærar
22651	Logistiker	4322	Logistikkmedarbeidarar
23134	Logistikkmedarbeidarar	4322	Logistikkmedarbeidarar
23538	Lærling logistikkoperatør	4322	Logistikkmedarbeidarar
122465	Logistikkonsulent	4322	Logistikkmedarbeidarar
22676	Arbeidsleiar (transport)	4322	Logistikkmedarbeidarar
22649	Fagarbeider (logistilkk)	4322	Logistikkmedarbeidarar
102782	Logistikkøkonom	4322	Logistikkmedarbeidarar
66618	Purchasing and Inventory Control Workers	4322	Logistikkmedarbeidarar
122475	Logistikkplanlegger	4322	Logistikkmedarbeidarar
21993	Forsyningsansvarleg	4322	Logistikkmedarbeidarar
122476	Logistikkoordinator	4322	Logistikkmedarbeidarar
111960	Flytrafikkassistent	4323	Transportfunksjonærar
70197	Trafikkinspektør	4323	Transportfunksjonærar
224539	Terminalleiar	4323	Transportfunksjonærar
313925	Fraktassistent (vegtrafikk)	4323	Transportfunksjonærar
129030	Fraktkonsulent (lufthavn)	4323	Transportfunksjonærar
111325	Havnetrafikkleder	4323	Transportfunksjonærar
55647	Fagarbeider (transport)	4323	Transportfunksjonærar
313939	Havneassistent	4323	Transportfunksjonærar
313899	Lærling (transport)	4323	Transportfunksjonærar
122764	Trafikkonsulent (fly)	4323	Transportfunksjonærar
102849	Fraktsjef	4323	Transportfunksjonærar
313889	Havneinspektør	4323	Transportfunksjonærar
45229	Fraktfullmektig	4323	Transportfunksjonærar
22150	Lufthavnbetjent	4323	Transportfunksjonærar
255692	Rutesjef (varetransport)	4323	Transportfunksjonærar
102676	Flykoordinator	4323	Transportfunksjonærar
122883	Fraktsjef (luftfart)	4323	Transportfunksjonærar
66617	Transportfunksjonær	4323	Transportfunksjonærar
102285	Godsekspeditør	4323	Transportfunksjonærar
313904	Avdelingsleiar (distribusjon)	4323	Transportfunksjonærar
102814	Flyfraktassistent	4323	Transportfunksjonærar
269958	Trafikkstyrer	4323	Transportfunksjonærar
223885	Trafikkonsulent (transport)	4323	Transportfunksjonærar
102613	Trafikkontrollør	4323	Transportfunksjonærar
67283	Postbud, arkiv- og personalkontormedarbeidarar	44_x000D_
441	Postbud, arkiv- og personalkontormedarbeidarar_x000D_
Postbud, arkiv- og personalkontor-medarbeidarar
313962	Bokbussassistent	4411	Bibliotekassistentar
23237	Bibliotekassistent	4411	Bibliotekassistentar
70478	Bibliotekfullmektig	4411	Bibliotekassistentar
121237	Landpostbud	4412	Postbud og postsorterarar
23410	Postbudlærling	4412	Postbud og postsorterarar
121800	Postsorterer	4412	Postbud og postsorterarar
20462	Postbud	4412_x000D_
8322	Postbud og postsorterarar_x000D_
Bil-, drosje- og varebilførarar
66616	Kodarar mm.	4413	Kodarar mm.
55526	Arkivmedarbeider	4415	Arkivassistentar
22426	Arkivassistent	4415	Arkivassistentar
129968	Personalassistent (Personalkontor)	4416	Personalkontormedarbeidarar
22190	Personalkontormedarbeidarar	4416	Personalkontormedarbeidarar
105453	Personalsekretær	4416	Personalkontormedarbeidarar
127461	Personalassistentlærling	4416	Personalkontormedarbeidarar
67111	Sals- og serviceyrke	5	Salgs- og serviceyrker
67203	Yrke innan personleg tenesteyting	51	Yrke innan personleg tenesteyting
67205	Persontransportpersonell	511	Persontransportpersonell
23021	Flyvert/-vertinne	5111	Flyvertar, båtvertar mm.
102601	Båtvert/-vertinne	5111	Flyvertar, båtvertar mm.
23369	Flyvertlærling	5111	Flyvertar, båtvertar mm.
102585	Kabinsjef	5111	Flyvertar, båtvertar mm.
66519	Flyverter, båtverter mv.	5111	Flyvertar, båtvertar mm.
102594	Purser (sjø)	5111	Flyvertar, båtvertar mm.
23019	Konduktør	5111_x000D_
5112	Flyvertar, båtvertar mm._x000D_
Konduktørar
102603	Togsjef	5112	Konduktørar
45331	Billettør (transportmidler)	5112	Konduktørar
23027	Tindevegleder	5113	Reiseleiarar og guidar
20485	Reiseleder	5113	Reiseleiarar og guidar
111692	Bedriftsguide	5113	Reiseleiarar og guidar
161627	Guide	5113	Reiseleiarar og guidar
119493	Turistinformasjonsmedarbeidar	5113	Reiseleiarar og guidar
21814	Kokk	512_x000D_
5120	Kokkar_x000D_
Kokkar
21844	Stuert	5120	Kokkar
23429	Diettkokklærling	5120	Kokkar
313996	Overstuert	5120	Kokkar
21833	Koldjomfru	5120	Kokkar
23520	Kokkelærling	5120	Kokkar
37892	Diettkokk	5120	Kokkar
41651	Institusjonskokk	5120	Kokkar
21822	Pizzabaker	5120	Kokkar
21837	Hjelpekokk	5120	Kokkar
313991	Fiskebåtstuert	5120	Kokkar
67208	Servitørar og bartendarar	513	Servitørar og bartendarar
55294	Faglært servitør	5131	Servitørar
21846	Servitør	5131	Servitørar
111197	Frukostvert/-vertinne	5131	Servitørar
23612	Lærling (servitør)	5131	Servitørar
21850	Vinkelner	5131	Servitørar
70029	Kafemedarbeider	5131_x000D_
5246_x000D_
9412	Servitørar_x000D_
Gatekjøken- og kafémedarbeidarar mm._x000D_
Kjøkenassistentar
21853	Bartender	5132	Bartendarar
67210	Frisørar, kosmetologar mm.	514	Frisørar, kosmetologar mm.
20025	Damefrisør	5141	Frisørar
23802	Frisørmester	5141	Frisørar
20020	Frisør	5141	Frisørar
23420	Frisørlærling	5141	Frisørar
23422	Damefrisørlærling	5141	Frisørar
107657	Hårdesigner	5141	Frisørar
20026	Herrefrisør	5141	Frisørar
23215	Stylist	5142	Kosmetologea mm.
215296	Piercingartist	5142	Kosmetologea mm.
39431	Tatoverer	5142	Kosmetologea mm.
165214	Hudpleiar	5142	Kosmetologea mm.
23523	Kosmetikerlærling	5142	Kosmetologea mm.
21665	Aromaterapeut	5142	Kosmetologea mm.
21699	Massasjeterapeut	5142	Kosmetologea mm.
163567	Makeup artist (scene, film)	5142	Kosmetologea mm.
147188	Fotpleier	5142	Kosmetologea mm.
107672	Manikyrist	5142	Kosmetologea mm.
70510	Hudterapeut	5142	Kosmetologea mm.
23584	Lærling (Fotterapeut)	5142	Kosmetologea mm.
23211	Kosmetiker	5142	Kosmetologea mm.
163575	Slankekonsulent	5142	Kosmetologea mm.
21700	Fotterapeut	5142	Kosmetologea mm.
213349	Slankeklubbvert/-vertinne	5142	Kosmetologea mm.
126772	Spa-vert/-vertinne	5142	Kosmetologea mm.
67211	Reinhaldsleiarar og vaktmeistrar	515	Reinhaldsleiarar og vaktmeistrar
66611	Reinhaldsleiarar i verksemder	5151	Reinhaldsleiarar i verksemder
69905	Renholdsleder	5151	Reinhaldsleiarar i verksemder
48655	Hushjelp (privathjem)	5151_x000D_
9112	Reinhaldsleiarar i verksemder_x000D_
Reinhaldarar i verksemder
20477	Renholdsarbeider	5151_x000D_
9112	Reinhaldsleiarar i verksemder_x000D_
Reinhaldarar i verksemder
154227	Bed and Breakfast vert/-vertinne	5152	Hushaldarar
66526	Husholder	5152	Hushaldarar
165357	Styrar (idrettsanlegg)	5153	Vaktmeistrar
314064	Sirkusteknikar	5153	Vaktmeistrar
259831	Taubane- og Stolheisspesialist	5153	Vaktmeistrar
23911	Vedlikeholdsleder	5153	Vaktmeistrar
108041	Kirketjener	5153	Vaktmeistrar
226313	Varmebehandler	5153	Vaktmeistrar
314063	Assisterande vaktmeister	5153	Vaktmeistrar
70932	Driftsansvarlig (idrettsanlegg)	5153	Vaktmeistrar
267194	Teamleder (drift/vedlikehold)	5153	Vaktmeistrar
226036	Vedlikehaldsarbeidar (vaktmeisterarbeid)	5153	Vaktmeistrar
100674	Vaktmester	5153	Vaktmeistrar
103460	Driftsansvarleg (svømmehall)	5153	Vaktmeistrar
103276	Fyrvokter	5153_x000D_
5419	Vaktmeistrar_x000D_
Andre tryggleiksarbeidarar
22314	Maskinoperatør	5153_x000D_
7223	Vaktmeistrar_x000D_
Metalldreiarar mm.
67215	Annan personleg tenesteytelse	516_x000D_
5169	Andre yrke innan personleg tenesteyting_x000D_
Andre personlege tenesteytarar
163623	Spåkone/-mann	5161	Astrologar mm.
163625	Astrolog	5161	Astrologar mm.
39414	Astrologer mv.	5161	Astrologar mm.
204015	Numerolog	5161	Astrologar mm.
19737	Begravelsesbyråsjåfør	5163	Gravferdsbyrå- og krematoriearbeidarar
130019	Gravferdskonsulent	5163	Gravferdsbyrå- og krematoriearbeidarar
107688	Krematør	5163	Gravferdsbyrå- og krematoriearbeidarar
66520	Gravferdsbyrå- og krematoriearbeidarar	5163	Gravferdsbyrå- og krematoriearbeidarar
39452	Førerhundtrener	5164	Dyrepassarar og - trenarar mm.
110487	Hestedressør	5164	Dyrepassarar og - trenarar mm.
163664	Hundeskoleinstruktør	5164	Dyrepassarar og - trenarar mm.
191335	Kennelleiar	5164	Dyrepassarar og - trenarar mm.
90651	Kennelassistent	5164	Dyrepassarar og - trenarar mm.
71663	Hestefaglært	5164_x000D_
6121	Dyrepassarar og - trenarar mm._x000D_
Mjølke- og husdyrprodusentar
21568	Røkter	5164_x000D_
6121	Dyrepassarar og - trenarar mm._x000D_
Mjølke- og husdyrprodusentar
20638	Kjørelærer	5165	Kjøreskolelærarar
108849	Trafikklærer	5165	Kjøreskolelærarar
66553	Andre personlege tenesteytarar	5169	Andre personlege tenesteytarar
104688	Fritidsassistent	5169	Andre personlege tenesteytarar
110523	Quizmaster	5169	Andre personlege tenesteytarar
313911	Shopper	5169	Andre personlege tenesteytarar
66527	Følgjesvein	5169	Andre personlege tenesteytarar
67227	Salsyrke	52	Salsyrke
67229	Torg og marknadsseljarar	521	Torg og marknadsseljarar
67596	Marknadsseljar	5211	Torghandlarar
104178	Buseljar	5211	Torghandlarar
55279	Torghandler	5211	Torghandlarar
66609	Gateseljar (mat)	5212	Gateseljarar, mat
111207	Pølsebodselger	5212	Gateseljarar, mat
217188	Gateseljar	5212_x000D_
9510	Gateseljarar, mat_x000D_
Reklamedistributørar mm.
67236	Salgskraft innan handel	522	Butikkseljarar
66608	Kioskinnehavar	5221	Innehavarar av kiosk/liten butikk
104208	Kasseleder (butikk)	5222	Butikkavdelingssjefar
224111	Områdeansvarleg (butikk)	5222	Butikkavdelingssjefar
193149	Ferskvaresjef (butikk)	5222	Butikkavdelingssjefar
19804	Bokhandler	5222	Butikkavdelingssjefar
68591	Butikkavdelingssjefar	5222	Butikkavdelingssjefar
214345	Selger Klesbutikk	5223	Butikkmedarbeidarar
19873	Kasserer (butikk)	5223	Butikkmedarbeidarar
68717	Kjøkkeninteriørselger	5223	Butikkmedarbeidarar
314378	Lærling (reservedelsekspeditør)	5223	Butikkmedarbeidarar
104315	Butikkselger elektro	5223	Butikkmedarbeidarar
314373	Lærling (fagekspeditør byggevarar)	5223	Butikkmedarbeidarar
72558	Butikkmedarbeider (bensinstasjon)	5223	Butikkmedarbeidarar
23297	Julehjelp	5223	Butikkmedarbeidarar
23431	Lærling (apotekteknik)	5223	Butikkmedarbeidarar
19797	Bilselger	5223	Butikkmedarbeidarar
113032	Butikkmedarbeider (matvarebutikk)	5223	Butikkmedarbeidarar
23581	Apotekteknikerlærling	5223	Butikkmedarbeidarar
112811	Kioskmedarbeider	5223	Butikkmedarbeidarar
19860	Apotektekniker	5223	Butikkmedarbeidarar
19865	Deleekspeditør	5223	Butikkmedarbeidarar
21653	Apotektekniker (Reseptar)	5223	Butikkmedarbeidarar
23428	Lærling (butikkfag)	5223	Butikkmedarbeidarar
118505	Reservedelsekspeditør (bildeler)	5223	Butikkmedarbeidarar
113067	Butikkmedarbeider Sportsartikler	5223	Butikkmedarbeidarar
138196	Selger (detalj)	5223	Butikkmedarbeidarar
112968	Butikkmedarbeider	5223	Butikkmedarbeidarar
39459	Bokhandlermedhjelper	5223	Butikkmedarbeidarar
112969	Butikkmedarbeider (bildeler)	5223	Butikkmedarbeidarar
113002	Salgsmedarbeider (blomsterbutikk)	5223	Butikkmedarbeidarar
19883	Møbelselger	5223	Butikkmedarbeidarar
113042	Parfymerimedarbeider	5223	Butikkmedarbeidarar
113062	Butikkmedarbeider leketøy	5223	Butikkmedarbeidarar
112980	Butikkmedarbeider Do-it yourself	5223	Butikkmedarbeidarar
23615	Lærling (bokhandel)	5223	Butikkmedarbeidarar
120397	Apotekmedarbeidar	5223	Butikkmedarbeidarar
69587	Optikermedarbeider (butikk)	5223	Butikkmedarbeidarar
112970	Butikkmedarbeider (bakeri)	5223	Butikkmedarbeidarar
121303	Loddselger	5223	Butikkmedarbeidarar
23202	Shop Assistant	5223	Butikkmedarbeidarar
113022	Møbel- og interiørbutikkmedarbeider	5223	Butikkmedarbeidarar
112975	Butikkmedarbeider underholdningsteknikk	5223	Butikkmedarbeidarar
70356	Salgsfremmer	5223_x000D_
5242	Butikkmedarbeidarar_x000D_
Demonstrasjonsseljarar
66494	Billettselger	5230	Billettseljarar
121318	Bomringvakt	5230	Billettseljarar
67242	Andre salsyrke	524	Andre salsyrke
22174	Fotomodell	5241	Mannekengar og modellar
190387	Aktmodell	5241	Mannekengar og modellar
22170	Modell	5241	Mannekengar og modellar
104184	Selger (utstillingsplasser)	5242	Demonstrasjonsseljarar
19903	Representant	5242	Demonstrasjonsseljarar
20352	Dørselger	5243	Dørseljarar
121930	Abonnementselger	5244	Telefon- og nettseljarar
173470	Nettseljar	5244	Telefon- og nettseljarar
109519	Annonseseljar	5244	Telefon- og nettseljarar
109518	Annonsebehandlar	5244	Telefon- og nettseljarar
228574	Vekter (småbåthavn)	5245_x000D_
5419	Servicemedarbeidarar (bensinstasjon)_x000D_
Andre tryggleiksarbeidarar
21316	Servicemedarbeider (bensinstasjon)	5245_x000D_
9112	Servicemedarbeidarar (bensinstasjon)_x000D_
Reinhaldarar i verksemder
173266	Salatbarmedarbeidar	5246	Gatekjøken- og kafémedarbeidarar mm.
66525	Gatekjøken- og kafémedarbeidarar mm.	5246	Gatekjøken- og kafémedarbeidarar mm.
173265	Gatekjøkkenmedarbeider	5246	Gatekjøken- og kafémedarbeidarar mm.
104092	Kundebehandlar (utleievirksomhet)	5249	Andre salsmedarbeidarar
103588	Skopusser	5249	Andre salsmedarbeidarar
121913	Skiutleier	5249	Andre salsmedarbeidarar
19902	Bilutleier	5249	Andre salsmedarbeidarar
212180	Visnigsassistent (boligsal)	5249	Andre salsmedarbeidarar
67249	Pleie- og omsorgsarbeid	53	Pleie- og omsorgsarbeidarar
67251	Barnehage- og skoleassistentar mm.	531	Barnehage- og skoleassistentar mm.
21166	Barnepasser	5311	Barnehage- og skolefritidsassistentar mm.
33096	Au-pair	5311	Barnehage- og skolefritidsassistentar mm.
53619	Barne- og ungdomsarbeider	5311	Barnehage- og skolefritidsassistentar mm.
107824	Miljøarbeider (barne- og ungdomsarbeid)	5311	Barnehage- og skolefritidsassistentar mm.
259375	Arbeidsterapeut (barne- og ungdomsarbeid)	5311	Barnehage- og skolefritidsassistentar mm.
69204	Støttekontakt	5311	Barnehage- og skolefritidsassistentar mm.
314489	Familiebarnehageleder	5311	Barnehage- og skolefritidsassistentar mm.
107780	Barnepleiar	5311	Barnehage- og skolefritidsassistentar mm.
53614	Førskoleassistent	5311	Barnehage- og skolefritidsassistentar mm.
314484	Barne- og ungdomsarbeidar (psykisk helsearbeid)	5311	Barnehage- og skolefritidsassistentar mm.
38689	Barnehageassistent	5311	Barnehage- og skolefritidsassistentar mm.
53620	Barneparkleiar	5311	Barnehage- og skolefritidsassistentar mm.
23493	Barne- og ungdomsarbeiderlærling	5311	Barnehage- og skolefritidsassistentar mm.
20667	Undervisningsassistent	5312	Skoleassistentar
67263	Omsorgsyrke i helsestellet	532	Pleiemedarbeidarar
21187	Omsorgsarbeider	5321	Helsefagarbeidarar
23580	Lærling (helsefag)	5321	Helsefagarbeidarar
54102	Miljøarbeider (helse og omsorg)	5321	Helsefagarbeidarar
219544	Aktivitør	5321	Helsefagarbeidarar
21533	Pleiar	5321_x000D_
5329	Helsefagarbeidarar_x000D_
Andre pleiemedarbeidarar
21558	Hjelpepleiar	5321_x000D_
5329	Helsefagarbeidarar_x000D_
Andre pleiemedarbeidarar
201556	Assistent (heimehjelp)	5322	Heimehjelparar
228708	Hjemmehjelpformidler	5322	Heimehjelparar
54097	Hjemmehjelp	5322	Heimehjelparar
168975	Personlig assistent (for funksjonhemmede)	5322	Heimehjelparar
106934	Audiometriassistent	5329	Andre pleiemedarbeidarar
36674	Helsesekretær	5329	Andre pleiemedarbeidarar
102936	Portør	5329	Andre pleiemedarbeidarar
314502	Lærling (ambulansesjåfør)	5329	Andre pleiemedarbeidarar
66554	Andre pleiemedarbeidarar	5329	Andre pleiemedarbeidarar
107016	Pleieassistent (psykisk helsearbeid)	5329	Andre pleiemedarbeidarar
106939	EEG-assistent	5329	Andre pleiemedarbeidarar
130016	Praksisassistent (Legekontor)	5329	Andre pleiemedarbeidarar
126770	Sosialassistent	5329	Andre pleiemedarbeidarar
219546	Brukermedvirker (rusomsorg)	5329	Andre pleiemedarbeidarar
67265	ISCO_54 Sikkerhetsarbeidere	54_x000D_
541	Tryggleiksarbeidarar_x000D_
Tryggleiksarbeidarar
256508	ISCO_5411 Firefighters	5411	Brannkonstablar
130063	Brannmann	5411	Brannkonstablar
214200	Alarmoperatør	5411	Brannkonstablar
208282	Brannmeister	5411	Brannkonstablar
269927	Røykdykker	5411	Brannkonstablar
207710	Froskemann (brannvesen)	5411	Brannkonstablar
103455	Utrykningsleiar (brannvesen)	5411	Brannkonstablar
103456	Redningsleder	5411	Brannkonstablar
103467	Overbrannmester	5411	Brannkonstablar
103466	Stasjonssjef (bergingsteneste)	5411	Brannkonstablar
21706	Underbrannmester	5411	Brannkonstablar
69988	Brannformann	5411	Brannkonstablar
21703	Aspirant (brannstell)	5411	Brannkonstablar
21176	Fengselsbetjent	5413	Fengselsbetjentar
69980	Fengselsførstebetjent	5413	Fengselsbetjentar
251457	Fengselsoverbetjent	5413	Fengselsbetjentar
103437	Vaktsjef	5414	Vektarar
103249	Vaktførstebetjent	5414	Vektarar
130061	Vekter	5414_x000D_
5419	Vektarar_x000D_
Andre tryggleiksarbeidarar
103233	Badeassistent	5419	Andre tryggleiksarbeidarar
64791	Museumsvakt	5419	Andre tryggleiksarbeidarar
21448	Portier	5419	Andre tryggleiksarbeidarar
314807	Oppsynsmann (skipatrulje)	5419	Andre tryggleiksarbeidarar
55849	Garasjevakt	5419	Andre tryggleiksarbeidarar
96275	Damvektar (kraftstasjon)	5419	Andre tryggleiksarbeidarar
216485	Ordensvakt	5419	Andre tryggleiksarbeidarar
166495	Dørvakt	5419	Andre tryggleiksarbeidarar
103260	Gallerivakt	5419	Andre tryggleiksarbeidarar
21443	Annen sikkerhetsarbeider	5419	Andre tryggleiksarbeidarar
103311	Portvakt	5419	Andre tryggleiksarbeidarar
103391	Livredder	5419	Andre tryggleiksarbeidarar
21181	Parkeringsvakt	5419	Andre tryggleiksarbeidarar
21183	Badevakt	5419	Andre tryggleiksarbeidarar
67112	Bønder, fiskarar mm.	6	Bønder, fiskere mv.
67269	Jordbrukere	61	Jordbrukarar
67270	Korn-, grønsaks-, frukt- og bærprodusentar, gartnarar	611	Korn-, grønsaks-, frukt- og bærprodusentar, gartnarar
117058	Bonde (kornproduksjon)	6111	Korn- og grønsaksprodusentar
66556	Korn- og grønsaksprodusentar	6111	Korn- og grønsaksprodusentar
22614	Grønnsaksprodusent	6111	Korn- og grønsaksprodusentar
90149	Potetprodusent	6111	Korn- og grønsaksprodusentar
90239	Arbeidsleder (jordbruk - korn)	6111	Korn- og grønsaksprodusentar
22628	Fruktprodusent	6112	Frukt- og bærprodusentar
22615	Frukt- og bærprodusent	6112	Frukt- og bærprodusentar
41856	Beskjærer (frukttrær)	6112	Frukt- og bærprodusentar
22599	Gartner	6113	Gartnarar
66557	Gartnarar Frøproduksjon- og frøavl	6113	Gartnarar
90933	Anleggsgartner	6113	Gartnarar
22188	Green keeper	6113	Gartnarar
23461	Gartnerlærling	6113	Gartnarar
90872	Frilandsgartner	6113	Gartnarar
21457	Trepleier	6113	Gartnarar
90831	Planteskulearbeidar	6113	Gartnarar
22618	Anleggsgartner (landskapsgartner)	6113	Gartnarar
22604	Kirkegårdsgartner	6113_x000D_
9214	Gartnarar_x000D_
Hjelpearbeidarar i gartneri mm.
67274	Kombinasjonsbruker (nyttevekster)	6114	Kombinasjonsbrukarar, nyttevekster
66601	Husdyr-, egg- og mjølkeprodusentar	612	Husdyr-, egg- og mjølkeprodusentar
314883	Lærling (reindrift)	6121	Mjølke- og husdyrprodusentar
314822	Avløysar	6121	Mjølke- og husdyrprodusentar
90259	Seterbudeie	6121	Mjølke- og husdyrprodusentar
70810	Arbeidsleder (jordbruk - husdyr)	6121	Mjølke- og husdyrprodusentar
54186	Husdyrprodusent	6121	Mjølke- og husdyrprodusentar
22632	Budeie	6121	Mjølke- og husdyrprodusentar
90292	Storfe- og småfebonde	6121	Mjølke- og husdyrprodusentar
90386	Stallmeister	6121	Mjølke- og husdyrprodusentar
90060	Forpaktar (husdyrproduksjon)	6121	Mjølke- og husdyrprodusentar
314876	Reineigar	6121	Mjølke- og husdyrprodusentar
71740	Lærling som hestefaglært	6121	Mjølke- og husdyrprodusentar
70352	Saueklipper	6121	Mjølke- og husdyrprodusentar
66603	Bonde (husdyrproduksjon)	6121	Mjølke- og husdyrprodusentar
54189	Dyreholder/dyreoppdretter	6121_x000D_
6129	Mjølke- og husdyrprodusentar_x000D_
Andre dyrealarar og røktarar
23464	Gårdsarbeiderlærling (Fjærfe)	6122	Egg- og fjørfeprodusentar
314887	Avløser (hønseri)	6122	Egg- og fjørfeprodusentar
66602	Egg- og fjørfeprodusent	6122	Egg- og fjørfeprodusentar
173022	Eggprodusent	6122	Egg- og fjørfeprodusentar
90339	Arbeidsleder (jordbruk - egg og fjærfe)	6122	Egg- og fjørfeprodusentar
22879	Fjærfeprodusent	6122	Egg- og fjørfeprodusentar
22626	Birøkter	6123	Birøktarar mm.
